Windspeed (m/s), Pitch, Voltage (V), Current (A), Power (W), RPM, R Load (Ohms), Resistance (ohm)
7.00,1150.00,5.90,0.31,1.86,1077.50,18.00,18.80
7.00,1150.00,5.95,0.32,1.89,1072.50,18.00,18.66
7.00,1150.00,5.97,0.31,1.86,1085.00,18.00,19.17
7.00,1150.00,6.01,0.31,1.89,1095.00,18.00,19.48
7.00,1150.00,6.05,0.31,1.92,1087.50,18.00,19.51
7.00,1180.00,5.93,0.31,1.92,1085.00,18.00,18.83
7.00,1180.00,6.06,0.31,1.79,1080.00,18.00,19.78
7.00,1180.00,5.98,0.30,1.75,1060.00,18.00,20.09
7.00,1180.00,5.94,0.30,1.70,1050.00,18.00,19.89
7.00,1180.00,5.66,0.29,1.70,1035.00,18.00,19.26
7.00,1180.00,5.69,0.30,1.69,1040.00,18.00,19.14
7.00,1180.00,5.64,0.29,1.64,1012.50,18.00,19.21
7.00,1180.00,5.49,0.28,1.60,1020.00,18.00,19.28
7.00,1180.00,5.43,0.28,1.61,1017.50,18.00,19.05
7.00,1180.00,5.46,0.28,1.57,1002.50,18.00,19.16
7.00,1180.00,5.52,0.29,1.59,995.00,18.00,19.20
7.00,1180.00,5.55,0.29,1.59,1012.50,18.00,19.41
7.00,1180.00,5.41,0.28,1.55,1007.50,18.00,19.33
7.00,1180.00,5.47,0.28,1.55,995.00,18.00,19.81
7.00,1180.00,5.51,0.29,1.54,1005.00,18.00,19.16
7.00,1180.00,5.47,0.28,1.55,1002.50,18.00,19.61
7.00,1180.00,5.52,0.28,1.56,1000.00,18.00,19.46
7.00,1180.00,5.51,0.29,1.52,1005.00,18.00,19.24
7.00,1180.00,5.55,0.29,1.57,1005.00,18.00,19.23
7.00,1200.00,5.45,0.28,1.50,997.50,18.00,19.48
7.00,1200.00,5.28,0.27,1.42,980.00,18.00,19.65
7.00,1200.00,5.21,0.27,1.37,955.00,18.00,19.38
7.00,1200.00,5.03,0.26,1.34,945.00,18.00,19.14
7.00,1200.00,5.02,0.25,1.25,935.00,18.00,19.68
7.00,1200.00,4.93,0.25,1.24,932.50,18.00,19.53
7.00,1200.00,4.86,0.25,1.24,910.00,18.00,19.08
7.00,1200.00,4.79,0.25,1.18,902.50,18.00,19.46
7.00,1200.00,4.77,0.25,1.18,900.00,18.00,19.38
7.00,1200.00,4.73,0.24,1.15,887.50,18.00,19.42
7.00,1200.00,4.70,0.24,1.15,887.50,18.00,19.38
7.00,1200.00,4.80,0.25,1.18,882.50,18.00,19.37
7.00,1200.00,4.77,0.24,1.16,885.00,18.00,19.58
7.00,1200.00,4.72,0.25,1.18,887.50,18.00,19.16
7.00,1200.00,4.76,0.25,1.16,882.50,18.00,19.24
7.00,1200.00,4.75,0.24,1.16,877.50,18.00,19.48
7.00,1200.00,4.73,0.25,1.18,880.00,18.00,19.20
7.00,1200.00,4.74,0.25,1.15,885.00,18.00,19.35
7.00,1200.00,4.77,0.24,1.14,882.50,18.00,19.68
7.00,1250.00,4.45,0.23,1.01,872.50,18.00,19.25
7.00,1250.00,4.19,0.22,0.91,820.00,18.00,19.39
7.00,1250.00,4.01,0.21,0.83,790.00,18.00,19.44
7.00,1250.00,3.82,0.19,0.77,760.00,18.00,19.72
7.00,1250.00,3.65,0.19,0.69,732.50,18.00,19.49
7.00,1250.00,3.62,0.18,0.65,715.00,18.00,19.69
7.00,1250.00,3.47,0.18,0.61,695.00,18.00,19.54
7.00,1250.00,3.33,0.17,0.60,687.50,18.00,19.14
7.00,1250.00,3.36,0.17,0.56,682.50,18.00,19.93
7.00,1250.00,3.42,0.17,0.58,677.50,18.00,19.67
7.00,1250.00,3.28,0.17,0.58,670.00,18.00,19.29
7.00,1250.00,3.27,0.17,0.58,690.00,18.00,19.21
7.00,1250.00,3.32,0.17,0.58,675.00,18.00,19.12
7.00,1250.00,3.27,0.17,0.55,667.50,18.00,19.65
7.00,1250.00,3.39,0.17,0.58,675.00,18.00,19.92
7.00,1250.00,3.28,0.17,0.55,670.00,18.00,19.74
7.00,1250.00,3.22,0.17,0.55,667.50,18.00,19.10
7.00,1250.00,3.34,0.17,0.58,670.00,18.00,19.21
7.00,1250.00,3.40,0.17,0.58,667.50,18.00,19.98
7.00,1300.00,3.17,0.16,0.50,657.50,18.00,20.28
7.00,1300.00,2.84,0.14,0.41,627.50,18.00,19.72
7.00,1300.00,2.63,0.14,0.36,590.00,18.00,18.81
7.00,1300.00,2.44,0.13,0.32,562.50,18.00,18.43
7.00,1300.00,2.28,0.12,0.27,537.50,18.00,18.58
7.00,1300.00,2.35,0.11,0.26,520.00,18.00,21.38
7.00,1300.00,2.20,0.12,0.24,510.00,18.00,18.90
7.00,1300.00,2.19,0.11,0.23,500.00,18.00,20.18
7.00,1300.00,2.08,0.11,0.23,495.00,18.00,18.52
7.00,1300.00,2.12,0.11,0.22,490.00,18.00,19.73
7.00,1300.00,2.06,0.11,0.22,487.50,18.00,18.98
7.00,1300.00,1.98,0.11,0.22,482.50,18.00,18.24
7.00,1300.00,1.98,0.11,0.22,482.50,18.00,18.18
7.00,1300.00,2.16,0.10,0.20,480.00,18.00,21.36
7.00,1300.00,2.15,0.10,0.22,482.50,18.00,21.80
7.00,1300.00,2.16,0.10,0.20,485.00,18.00,21.61
7.00,1300.00,2.14,0.10,0.22,485.00,18.00,21.97
7.00,1300.00,1.98,0.10,0.22,482.50,18.00,19.35
7.00,1300.00,1.94,0.10,0.20,480.00,18.00,18.45
7.00,1350.00,1.90,0.10,0.19,480.00,18.00,18.80
7.00,1350.00,1.73,0.10,0.17,457.50,18.00,17.69
7.00,1350.00,1.81,0.08,0.15,442.50,18.00,22.67
7.00,1350.00,1.70,0.08,0.13,430.00,18.00,21.57
7.00,1350.00,1.60,0.08,0.13,415.00,18.00,20.98
7.00,1350.00,1.54,0.08,0.12,405.00,18.00,20.57
7.00,1350.00,1.46,0.08,0.12,400.00,18.00,18.89
7.00,1350.00,1.38,0.08,0.10,397.50,18.00,18.10
7.00,1350.00,1.56,0.07,0.10,395.00,18.00,22.73
7.00,1350.00,1.55,0.07,0.10,392.50,18.00,23.38
7.00,1350.00,1.35,0.07,0.10,392.50,18.00,18.29
7.00,1350.00,1.35,0.07,0.10,390.00,18.00,18.29
7.00,1350.00,1.46,0.07,0.10,390.00,18.00,21.67
7.00,1350.00,1.54,0.07,0.10,387.50,18.00,22.80
7.00,1350.00,1.34,0.08,0.10,387.50,18.00,17.62
7.00,1350.00,1.53,0.06,0.10,387.50,18.00,23.50
7.00,1350.00,1.32,0.08,0.10,387.50,18.00,17.57
7.00,1350.00,1.55,0.07,0.10,387.50,18.00,22.93
7.00,1350.00,1.29,0.07,0.10,385.00,18.00,17.51
7.00,1400.00,1.42,0.07,0.09,385.00,18.00,21.43
7.00,1400.00,1.29,0.06,0.08,367.50,18.00,21.06
7.00,1400.00,1.10,0.06,0.06,352.50,18.00,19.13
7.00,1400.00,1.07,0.05,0.05,337.50,18.00,22.45
7.00,1400.00,1.03,0.05,0.06,330.00,18.00,21.61
7.00,1400.00,0.96,0.05,0.05,322.50,18.00,19.69
7.00,1400.00,0.94,0.05,0.04,317.50,18.00,20.89
7.00,1400.00,0.96,0.04,0.04,312.50,18.00,22.59
7.00,1400.00,0.94,0.05,0.05,312.50,18.00,19.26
7.00,1400.00,0.86,0.05,0.04,310.00,18.00,16.71
7.00,1400.00,0.84,0.05,0.04,310.00,18.00,16.88
7.00,1400.00,0.99,0.04,0.04,312.50,18.00,24.09
7.00,1400.00,0.84,0.05,0.04,307.50,18.00,16.37
7.00,1400.00,1.00,0.04,0.04,307.50,18.00,25.03
7.00,1400.00,0.85,0.05,0.04,310.00,18.00,17.46
7.00,1400.00,0.86,0.05,0.04,307.50,18.00,19.08
7.00,1400.00,1.00,0.04,0.04,307.50,18.00,24.97
7.00,1400.00,1.00,0.04,0.04,310.00,18.00,23.53
7.00,1400.00,1.02,0.04,0.04,312.50,18.00,24.76
7.00,1450.00,0.90,0.04,0.04,312.50,18.00,24.07
7.00,1450.00,0.82,0.04,0.03,297.50,18.00,19.88
7.00,1450.00,0.76,0.03,0.03,282.50,18.00,26.39
7.00,1450.00,0.63,0.03,0.03,270.00,18.00,22.91
7.00,1450.00,0.69,0.03,0.01,262.50,18.00,24.13
7.00,1450.00,0.60,0.03,0.01,257.50,18.00,20.12
7.00,1450.00,0.60,0.03,0.01,250.00,18.00,20.74
7.00,1450.00,0.60,0.03,0.01,250.00,18.00,22.95
7.00,1450.00,0.44,0.03,0.01,245.00,18.00,17.70
7.00,1450.00,0.45,0.02,0.01,245.00,18.00,19.89
7.00,1450.00,0.47,0.03,0.01,245.00,18.00,17.23
7.00,1450.00,0.54,0.03,0.01,242.50,18.00,20.38
7.00,1450.00,0.54,0.03,0.01,245.00,18.00,19.55
7.00,1450.00,0.52,0.02,0.01,247.50,18.00,25.88
7.00,1450.00,0.59,0.02,0.01,245.00,18.00,24.84
7.00,1450.00,0.48,0.03,0.01,247.50,18.00,16.57
7.00,1450.00,0.55,0.03,0.01,247.50,18.00,20.95
7.00,1450.00,0.57,0.03,0.01,245.00,18.00,21.86
7.00,1450.00,0.60,0.03,0.01,247.50,18.00,23.95
7.00,1480.00,0.41,0.02,0.01,247.50,18.00,17.21
7.00,1480.00,0.35,0.02,0.01,240.00,18.00,15.78
7.00,1480.00,0.46,0.01,0.00,230.00,18.00,30.92
7.00,1480.00,0.38,0.02,0.01,222.50,18.00,19.19
7.00,1480.00,0.40,0.02,0.00,217.50,18.00,24.31
7.00,1480.00,0.38,0.01,0.00,212.50,18.00,33.67
7.00,1480.00,0.34,0.02,0.00,212.50,18.00,19.64
7.00,1480.00,0.25,0.01,0.00,212.50,18.00,17.82
7.00,1480.00,0.24,0.01,0.00,210.00,18.00,21.44
7.00,1480.00,0.25,0.02,0.00,207.50,18.00,15.46
7.00,1480.00,0.31,0.01,0.00,207.50,18.00,20.58
7.00,1480.00,0.35,0.01,0.00,207.50,18.00,28.40
7.00,1480.00,0.23,0.01,0.00,207.50,18.00,18.80
7.00,1480.00,0.35,0.01,0.00,207.50,18.00,28.10
7.00,1480.00,0.25,0.01,0.00,207.50,18.00,20.10
7.00,1480.00,0.30,0.02,0.00,207.50,18.00,18.38
7.00,1480.00,0.35,0.01,0.00,207.50,18.00,31.56
7.00,1480.00,0.34,0.02,0.00,207.50,18.00,20.77
7.00,1480.00,0.31,0.01,0.00,207.50,18.00,21.00
7.00,1480.00,0.33,0.02,0.00,210.00,18.00,19.07
7.00,1100.00,0.39,0.02,0.01,215.00,20.00,20.93
7.00,1100.00,0.58,0.02,0.01,232.50,20.00,29.00
7.00,1100.00,0.63,0.03,0.03,260.00,20.00,19.42
7.00,1100.00,1.02,0.04,0.05,300.00,20.00,23.43
7.00,1100.00,1.33,0.06,0.08,345.00,20.00,20.42
7.00,1100.00,1.85,0.08,0.14,402.50,20.00,23.85
7.00,1100.00,2.15,0.11,0.24,470.00,20.00,19.37
7.00,1100.00,2.88,0.14,0.37,560.00,20.00,20.36
7.00,1100.00,3.37,0.17,0.55,652.50,20.00,20.09
7.00,1100.00,3.90,0.19,0.73,720.00,20.00,20.39
7.00,1100.00,4.31,0.21,0.90,785.00,20.00,20.66
7.00,1100.00,4.75,0.23,1.11,850.00,20.00,20.55
7.00,1100.00,5.07,0.25,1.27,912.50,20.00,20.38
7.00,1100.00,5.36,0.26,1.42,952.50,20.00,20.71
7.00,1100.00,5.42,0.27,1.54,1000.00,20.00,19.89
7.00,1100.00,5.60,0.28,1.60,1022.50,20.00,20.08
7.00,1100.00,5.85,0.28,1.61,1030.00,20.00,20.99
7.00,1100.00,5.90,0.29,1.69,1047.50,20.00,20.60
7.00,1100.00,6.04,0.30,1.78,1080.00,20.00,20.12
7.00,1150.00,6.24,0.30,1.80,1090.00,20.00,20.71
7.00,1150.00,6.05,0.30,1.83,1090.00,20.00,19.99
7.00,1150.00,6.28,0.30,1.86,1097.50,20.00,21.19
7.00,1150.00,6.15,0.31,1.89,1100.00,20.00,20.00
7.00,1150.00,6.10,0.31,1.89,1095.00,20.00,19.60
7.00,1150.00,6.10,0.31,1.89,1095.00,20.00,19.68
7.00,1150.00,6.20,0.30,1.88,1100.00,20.00,20.85
7.00,1150.00,6.20,0.29,1.86,1095.00,20.00,21.00
7.00,1150.00,6.11,0.30,1.88,1095.00,20.00,20.45
7.00,1150.00,6.28,0.30,1.88,1092.50,20.00,21.12
7.00,1150.00,6.09,0.30,1.87,1100.00,20.00,20.38
7.00,1150.00,6.04,0.31,1.82,1085.00,20.00,19.80
7.00,1150.00,6.17,0.30,1.83,1090.00,20.00,20.39
7.00,1150.00,6.06,0.30,1.82,1097.50,20.00,19.95
7.00,1150.00,6.02,0.30,1.83,1092.50,20.00,19.83
7.00,1150.00,6.16,0.29,1.83,1097.50,20.00,20.96
7.00,1150.00,6.08,0.30,1.87,1097.50,20.00,20.35
7.00,1150.00,6.11,0.31,1.82,1090.00,20.00,20.03
7.00,1150.00,6.24,0.30,1.89,1087.50,20.00,21.06
7.00,1180.00,6.15,0.29,1.86,1110.00,20.00,21.21
7.00,1180.00,6.12,0.30,1.84,1082.50,20.00,20.42
7.00,1180.00,5.95,0.30,1.77,1080.00,20.00,20.08
7.00,1180.00,5.85,0.29,1.78,1070.00,20.00,19.84
7.00,1180.00,5.88,0.28,1.69,1055.00,20.00,20.83
7.00,1180.00,5.79,0.28,1.65,1050.00,20.00,20.59
7.00,1180.00,5.81,0.29,1.65,1035.00,20.00,20.12
7.00,1180.00,5.82,0.29,1.63,1030.00,20.00,20.34
7.00,1180.00,5.74,0.28,1.64,1045.00,20.00,20.15
7.00,1180.00,5.77,0.28,1.57,1040.00,20.00,20.44
7.00,1180.00,5.68,0.28,1.60,1032.50,20.00,20.21
7.00,1180.00,5.67,0.27,1.55,1025.00,20.00,20.70
7.00,1180.00,5.62,0.28,1.57,1030.00,20.00,20.06
7.00,1180.00,5.73,0.28,1.60,1035.00,20.00,20.56
7.00,1180.00,5.56,0.28,1.59,1037.50,20.00,20.03
7.00,1180.00,5.67,0.27,1.51,1015.00,20.00,21.00
7.00,1180.00,5.62,0.27,1.51,1035.00,20.00,20.92
7.00,1180.00,5.69,0.28,1.56,1030.00,20.00,20.68
7.00,1180.00,5.62,0.28,1.51,1010.00,20.00,20.35
7.00,1200.00,5.58,0.27,1.52,1015.00,20.00,20.47
7.00,1200.00,5.41,0.27,1.47,1000.00,20.00,20.22
7.00,1200.00,5.42,0.26,1.42,977.50,20.00,20.54
7.00,1200.00,5.28,0.26,1.38,967.50,20.00,20.31
7.00,1200.00,5.10,0.25,1.31,952.50,20.00,20.18
7.00,1200.00,5.05,0.25,1.25,952.50,20.00,20.42
7.00,1200.00,5.11,0.25,1.25,937.50,20.00,20.76
7.00,1200.00,4.99,0.24,1.22,930.00,20.00,20.59
7.00,1200.00,4.97,0.25,1.22,915.00,20.00,20.27
7.00,1200.00,4.97,0.24,1.19,917.50,20.00,20.83
7.00,1200.00,4.91,0.24,1.19,910.00,20.00,20.23
7.00,1200.00,4.88,0.24,1.16,907.50,20.00,20.56
7.00,1200.00,4.85,0.23,1.13,902.50,20.00,20.64
7.00,1200.00,4.85,0.24,1.16,895.00,20.00,20.30
7.00,1200.00,4.81,0.24,1.15,895.00,20.00,20.25
7.00,1200.00,4.83,0.23,1.13,902.50,20.00,20.67
7.00,1200.00,4.81,0.24,1.16,897.50,20.00,20.13
7.00,1200.00,4.82,0.23,1.11,897.50,20.00,20.73
7.00,1200.00,4.86,0.24,1.16,897.50,20.00,20.24
7.00,1200.00,4.88,0.24,1.15,897.50,20.00,20.55
7.00,1250.00,4.47,0.22,0.97,870.00,20.00,20.68
7.00,1250.00,4.19,0.21,0.87,825.00,20.00,20.33
7.00,1250.00,4.01,0.19,0.77,792.50,20.00,20.84
7.00,1250.00,3.80,0.18,0.69,755.00,20.00,20.81
7.00,1250.00,3.64,0.18,0.64,730.00,20.00,20.64
7.00,1250.00,3.52,0.17,0.60,717.50,20.00,21.02
7.00,1250.00,3.45,0.17,0.58,697.50,20.00,20.61
7.00,1250.00,3.37,0.17,0.56,687.50,20.00,20.27
7.00,1250.00,3.37,0.16,0.55,682.50,20.00,20.72
7.00,1250.00,3.44,0.17,0.55,680.00,20.00,20.51
7.00,1250.00,3.31,0.16,0.54,675.00,20.00,20.99
7.00,1250.00,3.38,0.16,0.56,670.00,20.00,21.28
7.00,1250.00,3.33,0.16,0.51,677.50,20.00,21.13
7.00,1250.00,3.27,0.16,0.52,675.00,20.00,20.75
7.00,1250.00,3.33,0.16,0.55,690.00,20.00,20.35
7.00,1250.00,3.38,0.16,0.54,670.00,20.00,20.61
7.00,1250.00,3.39,0.16,0.54,675.00,20.00,20.88
7.00,1250.00,3.41,0.16,0.52,670.00,20.00,21.32
7.00,1250.00,3.28,0.16,0.52,667.50,20.00,20.66
7.00,1300.00,3.11,0.14,0.45,660.00,20.00,21.44
7.00,1300.00,2.81,0.13,0.37,622.50,20.00,21.00
7.00,1300.00,2.61,0.12,0.33,587.50,20.00,20.91
7.00,1300.00,2.61,0.12,0.32,565.00,20.00,21.30
7.00,1300.00,2.37,0.12,0.28,542.50,20.00,19.74
7.00,1300.00,2.43,0.10,0.26,527.50,20.00,23.18
7.00,1300.00,2.15,0.11,0.26,517.50,20.00,18.95
7.00,1300.00,2.30,0.10,0.24,510.00,20.00,22.14
7.00,1300.00,2.30,0.10,0.22,505.00,20.00,23.58
7.00,1300.00,2.27,0.10,0.22,502.50,20.00,22.43
7.00,1300.00,2.24,0.10,0.22,497.50,20.00,22.72
7.00,1300.00,2.18,0.10,0.22,495.00,20.00,21.77
7.00,1300.00,2.15,0.10,0.22,492.50,20.00,21.73
7.00,1300.00,2.17,0.10,0.20,492.50,20.00,21.70
7.00,1300.00,2.18,0.10,0.20,490.00,20.00,22.11
7.00,1300.00,2.24,0.10,0.20,490.00,20.00,23.00
7.00,1300.00,2.19,0.09,0.22,490.00,20.00,23.01
7.00,1300.00,2.19,0.09,0.20,490.00,20.00,23.40
7.00,1300.00,2.24,0.10,0.20,492.50,20.00,23.01
7.00,1350.00,2.09,0.09,0.19,487.50,20.00,23.91
7.00,1350.00,1.94,0.09,0.15,465.00,20.00,22.46
7.00,1350.00,1.83,0.08,0.14,440.00,20.00,23.66
7.00,1350.00,1.54,0.08,0.13,427.50,20.00,18.39
7.00,1350.00,1.56,0.08,0.12,415.00,20.00,20.83
7.00,1350.00,1.57,0.07,0.12,405.00,20.00,22.89
7.00,1350.00,1.56,0.07,0.10,400.00,20.00,23.53
7.00,1350.00,1.42,0.07,0.10,395.00,20.00,20.27
7.00,1350.00,1.51,0.06,0.10,392.50,20.00,23.27
7.00,1350.00,1.55,0.06,0.10,390.00,20.00,24.78
7.00,1350.00,1.53,0.06,0.09,390.00,20.00,24.50
7.00,1350.00,1.53,0.06,0.10,390.00,20.00,23.58
7.00,1350.00,1.54,0.06,0.10,387.50,20.00,24.64
7.00,1350.00,1.51,0.06,0.10,387.50,20.00,23.17
7.00,1350.00,1.37,0.07,0.10,390.00,20.00,18.83
7.00,1350.00,1.56,0.06,0.10,392.50,20.00,24.49
7.00,1350.00,1.45,0.07,0.10,392.50,20.00,20.39
7.00,1350.00,1.47,0.07,0.10,390.00,20.00,21.74
7.00,1350.00,1.39,0.07,0.10,390.00,20.00,19.12
7.00,1400.00,1.46,0.06,0.08,385.00,20.00,23.78
7.00,1400.00,1.29,0.05,0.06,365.00,20.00,25.24
7.00,1400.00,1.20,0.05,0.05,347.50,20.00,26.00
7.00,1400.00,0.99,0.05,0.05,335.00,20.00,18.49
7.00,1400.00,0.92,0.05,0.05,322.50,20.00,19.78
7.00,1400.00,0.86,0.04,0.05,317.50,20.00,19.74
7.00,1400.00,0.98,0.04,0.04,312.50,20.00,27.03
7.00,1400.00,0.98,0.04,0.04,310.00,20.00,27.10
7.00,1400.00,0.93,0.05,0.04,310.00,20.00,20.69
7.00,1400.00,1.00,0.04,0.04,310.00,20.00,26.60
7.00,1400.00,0.92,0.04,0.04,307.50,20.00,24.47
7.00,1400.00,0.87,0.04,0.04,305.00,20.00,21.06
7.00,1400.00,0.94,0.04,0.04,307.50,20.00,26.03
7.00,1400.00,0.94,0.04,0.04,305.00,20.00,26.79
7.00,1400.00,0.93,0.05,0.04,305.00,20.00,20.61
7.00,1400.00,0.81,0.05,0.04,302.50,20.00,18.00
7.00,1400.00,0.85,0.05,0.04,305.00,20.00,17.97
7.00,1400.00,0.98,0.04,0.04,305.00,20.00,22.97
7.00,1400.00,0.90,0.04,0.04,302.50,20.00,24.03
7.00,1450.00,0.75,0.04,0.04,302.50,20.00,18.21
7.00,1450.00,0.70,0.04,0.03,290.00,20.00,19.28
7.00,1450.00,0.72,0.02,0.01,277.50,20.00,31.94
7.00,1450.00,0.55,0.03,0.01,265.00,20.00,19.95
7.00,1450.00,0.56,0.03,0.01,260.00,20.00,18.79
7.00,1450.00,0.58,0.02,0.01,252.50,20.00,30.80
7.00,1450.00,0.49,0.03,0.01,250.00,20.00,17.09
7.00,1450.00,0.44,0.02,0.01,247.50,20.00,18.58
7.00,1450.00,0.61,0.02,0.01,247.50,20.00,26.89
7.00,1450.00,0.52,0.02,0.01,245.00,20.00,26.12
7.00,1450.00,0.58,0.02,0.01,247.50,20.00,29.06
7.00,1450.00,0.56,0.02,0.01,245.00,20.00,27.75
7.00,1450.00,0.53,0.02,0.01,245.00,20.00,30.50
7.00,1450.00,0.59,0.02,0.01,245.00,20.00,27.71
7.00,1450.00,0.58,0.03,0.01,245.00,20.00,23.30
7.00,1450.00,0.54,0.03,0.01,242.50,20.00,20.38
7.00,1450.00,0.50,0.03,0.01,245.00,20.00,19.19
7.00,1450.00,0.57,0.03,0.01,245.00,20.00,21.81
7.00,1450.00,0.43,0.02,0.01,247.50,20.00,17.95
7.00,1480.00,0.55,0.03,0.01,247.50,20.00,20.86
7.00,1480.00,0.42,0.02,0.01,237.50,20.00,26.08
7.00,1480.00,0.36,0.02,0.01,225.00,20.00,19.13
7.00,1480.00,0.29,0.01,0.00,220.00,20.00,19.25
7.00,1480.00,0.30,0.02,0.00,215.00,20.00,18.31
7.00,1480.00,0.29,0.01,0.00,212.50,20.00,29.38
7.00,1480.00,0.33,0.02,0.00,210.00,20.00,20.31
7.00,1480.00,0.37,0.01,0.00,210.00,20.00,32.44
7.00,1480.00,0.37,0.01,0.00,210.00,20.00,29.40
7.00,1480.00,0.38,0.01,0.00,210.00,20.00,33.78
7.00,1480.00,0.34,0.01,0.00,207.50,20.00,22.58
7.00,1480.00,0.23,0.01,0.00,207.50,20.00,20.44
7.00,1480.00,0.30,0.01,0.00,207.50,20.00,29.62
7.00,1480.00,0.32,0.01,0.00,207.50,20.00,21.42
7.00,1480.00,0.26,0.01,0.00,205.00,20.00,22.89
7.00,1480.00,0.34,0.01,0.00,207.50,20.00,30.56
7.00,1480.00,0.26,0.01,0.00,207.50,20.00,18.82
7.00,1480.00,0.34,0.01,0.00,205.00,20.00,22.92
7.00,1480.00,0.31,0.01,0.00,207.50,20.00,35.43
7.00,1100.00,0.32,0.01,0.00,207.50,25.00,42.33
7.00,1100.00,0.45,0.02,0.01,222.50,25.00,23.93
7.00,1100.00,0.57,0.02,0.01,250.00,25.00,25.44
7.00,1100.00,0.80,0.04,0.03,282.50,25.00,22.75
7.00,1100.00,1.25,0.05,0.05,327.50,25.00,27.69
7.00,1100.00,1.48,0.06,0.09,377.50,25.00,22.79
7.00,1100.00,1.92,0.08,0.17,442.50,25.00,23.23
7.00,1100.00,2.53,0.10,0.26,517.50,25.00,24.99
7.00,1100.00,3.27,0.13,0.41,610.00,25.00,25.66
7.00,1100.00,3.70,0.14,0.54,690.00,25.00,25.53
7.00,1100.00,4.12,0.16,0.68,770.00,25.00,25.35
7.00,1100.00,4.59,0.18,0.82,822.50,25.00,25.48
7.00,1100.00,5.05,0.20,1.01,885.00,25.00,25.42
7.00,1100.00,5.29,0.21,1.14,940.00,25.00,24.76
7.00,1100.00,5.50,0.22,1.23,980.00,25.00,25.29
7.00,1100.00,5.74,0.22,1.28,1022.50,25.00,25.81
7.00,1100.00,6.04,0.23,1.36,1037.50,25.00,25.82
7.00,1100.00,5.92,0.24,1.42,1062.50,25.00,24.65
7.00,1100.00,6.18,0.24,1.50,1067.50,25.00,25.49
7.00,1100.00,6.24,0.25,1.52,1080.00,25.00,25.46
7.00,1150.00,6.26,0.25,1.56,1100.00,25.00,25.05
7.00,1150.00,6.36,0.25,1.59,1105.00,25.00,25.45
7.00,1150.00,6.26,0.25,1.56,1107.50,25.00,25.15
7.00,1150.00,6.22,0.25,1.61,1115.00,25.00,24.62
7.00,1150.00,6.21,0.25,1.61,1117.50,25.00,24.58
7.00,1150.00,6.34,0.25,1.59,1105.00,25.00,25.74
7.00,1150.00,6.21,0.25,1.55,1110.00,25.00,24.34
7.00,1150.00,6.30,0.25,1.56,1107.50,25.00,24.73
7.00,1150.00,6.15,0.25,1.54,1117.50,25.00,24.22
7.00,1150.00,6.28,0.25,1.54,1100.00,25.00,24.89
7.00,1150.00,6.25,0.25,1.55,1117.50,25.00,24.87
7.00,1150.00,6.28,0.24,1.57,1102.50,25.00,25.78
7.00,1150.00,6.37,0.25,1.57,1100.00,25.00,25.75
7.00,1150.00,6.24,0.25,1.54,1110.00,25.00,24.48
7.00,1150.00,6.30,0.25,1.55,1102.50,25.00,24.72
7.00,1150.00,6.27,0.25,1.54,1100.00,25.00,24.59
7.00,1150.00,6.12,0.25,1.54,1097.50,25.00,24.37
7.00,1150.00,6.20,0.25,1.56,1105.00,25.00,25.19
7.00,1150.00,6.22,0.25,1.57,1115.00,25.00,25.12
7.00,1180.00,6.31,0.25,1.52,1102.50,25.00,25.50
7.00,1180.00,6.27,0.24,1.48,1095.00,25.00,26.14
7.00,1180.00,6.12,0.25,1.51,1090.00,25.00,24.60
7.00,1180.00,6.01,0.25,1.51,1082.50,25.00,24.54
7.00,1180.00,6.12,0.23,1.42,1075.00,25.00,26.18
7.00,1180.00,6.07,0.23,1.42,1070.00,25.00,25.95
7.00,1180.00,6.02,0.23,1.40,1052.50,25.00,25.89
7.00,1180.00,5.91,0.24,1.40,1050.00,25.00,25.04
7.00,1180.00,5.93,0.24,1.40,1045.00,25.00,25.09
7.00,1180.00,5.77,0.23,1.33,1035.00,25.00,25.07
7.00,1180.00,5.72,0.23,1.31,1032.50,25.00,25.14
7.00,1180.00,5.70,0.23,1.37,1035.00,25.00,24.51
7.00,1180.00,5.84,0.23,1.34,1042.50,25.00,25.25
7.00,1180.00,5.65,0.23,1.31,1037.50,25.00,24.70
7.00,1180.00,5.84,0.23,1.33,1025.00,25.00,25.53
7.00,1180.00,5.82,0.22,1.33,1045.00,25.00,25.99
7.00,1180.00,5.68,0.23,1.32,1027.50,25.00,24.98
7.00,1180.00,5.67,0.23,1.29,1040.00,25.00,24.64
7.00,1200.00,5.69,0.22,1.25,1040.00,25.00,25.88
7.00,1200.00,5.68,0.23,1.25,1027.50,25.00,25.09
7.00,1200.00,5.50,0.21,1.18,995.00,25.00,25.73
7.00,1200.00,5.39,0.21,1.14,982.50,25.00,25.50
7.00,1200.00,5.30,0.21,1.13,970.00,25.00,24.94
7.00,1200.00,5.20,0.21,1.10,957.50,25.00,24.92
7.00,1200.00,5.23,0.21,1.09,945.00,25.00,25.22
7.00,1200.00,5.04,0.20,1.01,942.50,25.00,25.06
7.00,1200.00,5.09,0.20,1.01,935.00,25.00,25.42
7.00,1200.00,5.04,0.20,0.99,922.50,25.00,25.69
7.00,1200.00,5.09,0.20,1.01,930.00,25.00,25.59
7.00,1200.00,4.93,0.20,0.97,922.50,25.00,25.13
7.00,1200.00,4.97,0.20,0.97,920.00,25.00,25.35
